X.1,Provinsi,Kabupaten/Kota,X.2,IKK,OTG Total,ODP Total,ODP Proses,PDP Total,PDP Proses,PDP MD,SUS T,SUS S,SUS MD,PROB T,PROB S,PROB MD,POS T,POS P,POS S,POS MD,POS IM,Tanggal Update,X.3,Luas Wilayah,Jumlah Penduduk,Penduduk/sq.km,Resolved,RI,"CFR (inc ODP, PDP,SUS,PROB)",Kematian Total per 100.000 Penduduk,Rasio Lacak Isolasi (RLI),Kasus Total per 100rb penduduk,Kasus selesai per 100rb penduduk,Kasus total (inc PDP) per 100rb penduduk,Kasus selesai (inc PDP) per 100rb penduduk,Total,Resolved1,Trace,X.4,IKK1,IKK2,IKK3,Kasus Aktif per 100.000 penduduk,X.5,X.6
1312,Sumatera Barat,Pasaman Barat,Pasaman Barat,6.23,null,280,null,35,null,null,0,null,null,null,null,null,1247,135,1036,76,null,Tanggal,8/3/2021,3888,409539,105,89.01,83.08,5.93,18.56,0.25,304.49,271.52,313.03,280.07,43.08,11.83,0.06,0.11,0,6.23,6.23,32.96,null,null
1376,Sumatera Barat,Payakumbuh,Kota Payakumbuh,4.38,null,223,null,34,null,null,7,null,null,null,null,null,1671,141,1502,28,null,Tanggal,8/3/2021,80,127615,1587,91.53,89.89,1.64,21.94,0.16,1309.41,1198.92,1336.05,1225.56,46.84,24.75,0.12,0.21,0,4.38,4.38,110.49,null,null
1302,Sumatera Barat,Pesisir Selatan,Pesisir Selatan,6.32,null,366,null,108,null,null,535,null,null,null,null,null,3190,960,2127,103,null,Tanggal,8/3/2021,5795,449837,78,69.8,66.68,3.12,22.9,0.32,709.15,495.74,733.15,519.74,47.85,16.12,0.07,0.11,0.85,5.47,6.32,213.41,null,null
1373,Sumatera Barat,Sawah Lunto,Kota Sawahlunto,5.69,null,91,null,18,null,null,12,null,null,null,null,null,890,100,772,18,null,Tanggal,8/3/2021,273,60136,220,88.72,86.74,1.98,29.93,0.14,1479.98,1313.69,1509.91,1343.62,54.71,25.92,0.21,0.35,0,5.69,5.69,166.29,null,null
1304,Sumatera Barat,Sijunjung,Sijunjung,5.12,null,261,null,38,null,null,9,null,null,null,null,null,1506,68,1395,43,null,Tanggal,8/3/2021,2746,222196,81,95.41,92.63,2.78,19.35,0.2,677.78,647.18,694.88,664.28,43.99,18.22,0.09,0.15,0,5.12,5.12,30.6,null,null
1303,Sumatera Barat,Solok,Solok,6.56,null,326,null,109,null,null,185,null,null,null,null,null,2674,592,1990,92,null,Tanggal,8/3/2021,3875,363467,94,77.73,74.42,3.31,25.31,0.23,735.69,572.82,765.68,602.81,50.31,17.36,0.08,0.13,1.07,5.49,6.56,162.88,null,null
1372,Sumatera Barat,Solok City,Kota Solok,9.75,null,148,null,10,null,null,0,null,null,null,null,null,1898,278,1573,47,null,Tanggal,8/3/2021,58,65951,1144,85.34,82.88,2.46,71.27,0.08,2877.89,2456.37,2893.06,2471.53,84.42,35.15,0.31,0.52,0.37,9.38,9.75,421.53,null,null
1310,Sumatera Barat,Solok Selatan,Solok Selatan,3.09,null,165,null,41,null,null,0,null,null,null,null,null,1081,90,973,18,null,Tanggal,8/3/2021,3209,159569,50,91.61,90.01,1.6,11.28,0.19,677.45,621.05,703.14,646.74,33.59,17.98,0.08,0.13,0,3.09,3.09,56.4,null,null
1305,Sumatera Barat,Tanah Datar,Tanah Datar,6.22,null,457,null,76,null,null,113,null,null,null,null,null,2815,395,2333,87,null,Tanggal,8/3/2021,1337,344692,258,85.89,82.88,3.01,25.24,0.23,816.67,702.08,838.72,724.12,50.24,19.03,0.08,0.14,0,6.22,6.22,114.6,null,null
1607,Sumatera Selatan,Banyuasin,Kabupaten Banyuasin,6.04,null,null,null,null,null,null,2611,865,null,22,null,22,2215,445,1657,113,null,Tanggal,8/3/2021,12143,810624,67,80.84,74.81,6.03,16.65,1.19,273.25,218.35,275.96,221.06,40.81,10.51,0.04,0.07,0.17,5.87,6.04,54.9,null,null
1611,Sumatera Selatan,Empat Lawang,Kabupaten E.Lawang,7.33,null,null,null,null,null,null,353,181,null,23,null,23,221,31,168,22,null,Tanggal,8/3/2021,2556,237847,93,94.46,76.02,18.44,18.92,1.7,92.92,79.88,102.59,89.55,43.5,6.69,0.09,0.14,0.5,6.84,7.33,13.03,null,null
1604,Sumatera Selatan,Lahat,Kabupaten Lahat,8.22,null,null,null,null,null,null,1488,554,null,26,null,26,2194,193,1898,103,null,Tanggal,8/3/2021,4076,392829,96,92.32,86.51,5.81,32.84,0.69,558.51,509.38,565.13,516,57.31,16.06,0.09,0.14,0.67,7.55,8.22,49.13,null,null
1674,Sumatera Selatan,Lubuklinggau,Kota Lubuk Linggau,8.33,null,null,null,null,null,null,4572,2674,null,22,null,22,2619,542,2010,67,null,Tanggal,8/3/2021,420,219180,522,80.12,76.75,3.37,40.61,1.75,1194.91,947.62,1204.95,957.66,63.72,21.88,0.13,0.22,0.13,8.2,8.33,247.29,null,null
1603,Sumatera Selatan,Muara Enim,Kabupaten M. Enim,9.04,null,null,null,null,null,null,2571,1170,null,55,null,55,3051,518,2372,161,null,Tanggal,8/3/2021,8588,599668,70,84.7,77.75,6.95,36.02,0.86,508.78,422.4,517.95,431.57,60.02,14.69,0.07,0.12,0.79,8.26,9.04,86.38,null,null
1606,Sumatera Selatan,Musi Banyuasin,Kabupaten MUBA,5.77,null,null,null,null,null,null,2296,947,null,0,null,0,2424,266,2049,109,null,Tanggal,8/3/2021,14477,610654,42,89.03,84.53,4.5,17.85,0.95,396.95,353.39,396.95,353.39,42.25,13.29,0.05,0.09,0.21,5.56,5.77,43.56,null,null
1605,Sumatera Selatan,Musi Rawas,Kabupaten MURA,4.81,null,null,null,null,null,null,805,82,null,4,null,4,1896,310,1533,53,null,Tanggal,8/3/2021,6357,383927,60,83.85,80.85,3,14.85,0.43,493.84,413.1,494.89,414.14,38.53,14.39,0.06,0.1,0.28,4.53,4.81,80.74,null,null
1613,Sumatera Selatan,Musi Rawas Utara,Kabupaten MURATARA,8.46,null,null,null,null,null,null,1116,538,null,15,null,15,632,85,507,40,null,Tanggal,8/3/2021,5777,182552,32,88.72,80.22,8.5,30.13,1.79,346.2,299.64,354.42,307.86,54.89,12.41,0.13,0.2,0.87,7.58,8.46,46.56,null,null
1610,Sumatera Selatan,Ogan Ilir,Kabupaten Ogan Ilir,6.08,null,null,null,null,null,null,1751,992,null,13,null,13,912,208,652,52,null,Tanggal,8/3/2021,2513,408703,163,78.52,71.49,7.03,15.9,1.93,223.14,172.25,226.33,175.43,39.88,9.37,0.06,0.1,0.66,5.42,6.08,50.89,null,null
1602,Sumatera Selatan,Ogan Komering Ilir,Kabupaten OKI,4.13,null,null,null,null,null,null,721,256,null,0,null,0,558,308,202,48,null,Tanggal,8/3/2021,17058,786590,46,44.8,36.2,8.6,6.1,1.29,70.94,31.78,70.94,31.78,24.7,3.99,0.03,0.04,0.41,3.72,4.13,39.16,null,null
1601,Sumatera Selatan,Ogan Komering Ulu,Kabupaten OKU,6.76,null,null,null,null,null,null,635,169,null,3,null,3,613,108,445,60,null,Tanggal,8/3/2021,2773,349405,126,82.82,72.59,10.23,18.03,1.04,175.44,144.53,176.3,145.39,42.46,8.53,0.07,0.11,0.36,6.41,6.76,30.91,null,null
1608,Sumatera Selatan,Ogan Komering Ulu Selatan,Kabupaten OKU Selatan,6.74,null,null,null,null,null,null,912,451,null,2,null,2,487,162,270,55,null,Tanggal,8/3/2021,5494,343681,63,67.1,55.44,11.66,16.59,1.88,141.7,94.56,142.28,95.15,40.72,6.9,0.07,0.11,0.76,5.99,6.74,47.14,null,null
1609,Sumatera Selatan,Ogan Komering Ulu Timur,Kabupaten OKU Timur,8.35,null,null,null,null,null,null,2064,996,null,25,null,25,1947,159,1626,162,null,Tanggal,8/3/2021,3410,648810,190,93,83.51,9.48,28.82,1.07,300.09,275.58,303.94,279.43,53.69,11.82,0.06,0.11,0.78,7.57,8.35,24.51,null,null
1673,Sumatera Selatan,Pagar Alam,Kota Pagaralam,7.37,null,null,null,null,null,null,575,251,null,2,null,2,563,89,442,32,null,Tanggal,8/3/2021,570,133756,235,84.53,78.51,6.02,25.42,1.02,420.92,354.38,422.41,355.87,50.42,13.34,0.13,0.22,1.43,5.94,7.37,66.54,null,null
1671,Sumatera Selatan,Palembang,Kota Palembang,11.4,null,null,null,null,null,null,46482,24218,null,157,null,157,25680,6290,18486,904,null,Tanggal,8/3/2021,374,1578582,4220,76.09,71.99,4.11,67.21,1.82,1626.78,1228.32,1636.72,1238.26,81.98,24.88,0.06,0.1,0.49,10.91,11.4,398.46,null,null
1612,Sumatera Selatan,Penukal Abab Lematang Ilir,Kabupaten PALI,11.11,null,null,null,null,null,null,565,231,null,28,null,28,662,44,560,58,null,Tanggal,8/3/2021,1840,179334,97,97.06,84.59,12.46,47.96,0.9,369.14,344.61,384.76,360.22,69.25,13.42,0.16,0.26,0.59,10.53,11.11,24.54,null,null
1672,Sumatera Selatan,Prabumulih,Kota Prabumulih,14.98,null,null,null,null,null,null,2559,998,null,33,null,33,1767,280,1357,130,null,Tanggal,8/3/2021,422,176900,420,85.85,76.8,9.06,92.14,1.47,998.87,840.59,1017.52,859.24,95.99,20.73,0.22,0.36,1.4,13.58,14.98,158.28,null,null
1208,Sumatera Utara,Asahan,KABUPATEN ASAHAN,5.72,0,19,0,36,9,0,600,243,0,0,0,null,1632,112,1412,108,null,Tanggal,8/3/2021,3703,705734,191,92.99,86.52,6.47,15.3,0.4,231.25,215.38,236.35,219.2,39.12,10.47,0.04,0.07,0,5.72,5.72,15.87,null,null
1219,Sumatera Utara,Batu Bara,KABUPATEN BATU BARA,4.37,867,417,5,2,1,0,134,66,0,0,0,null,837,208,591,38,null,Tanggal,8/3/2021,922,400803,435,75.14,70.61,4.53,9.48,0.66,208.83,156.93,209.33,157.18,30.79,8.87,0.05,0.08,1.35,3.02,4.37,51.9,null,null
1276,Sumatera Utara,Binjai,KOTA BINJAI,9.77,0,1436,21,21,2,9,53,24,29,0,0,null,1256,202,957,97,null,Tanggal,8/3/2021,59,264687,4472,84.49,76.19,8.3,51,1.2,474.52,398.21,482.46,405.38,63.28,14.24,0.13,0.22,0,9.77,9.77,76.32,null,null
1210,Sumatera Utara,Dairi,KABUPATEN DAIRI,6.66,0,0,0,5,0,0,9,6,0,0,0,null,1357,537,762,58,null,Tanggal,8/3/2021,1928,279020,145,60.41,56.15,4.26,20.79,0.01,486.35,293.89,488.14,295.68,45.59,12.16,0.08,0.14,0.63,6.03,6.66,192.46,null,null
1212,Sumatera Utara,Deli Serdang,KABUPATEN DELI SERDANG,4.74,0,35,2,81,44,0,253,126,0,0,0,null,10164,3502,6390,272,null,Tanggal,8/3/2021,2242,2029308,905,65.52,62.87,2.65,13.4,0.04,500.86,328.29,504.85,330.11,36.61,12.85,0.02,0.04,0.52,4.22,4.74,172.57,null,null
1278,Sumatera Utara,Gunungsitoli,KOTA GUNUNGSITOLI,3.88,3527,3038,1216,2,0,0,466,466,0,0,0,null,918,241,660,17,null,Tanggal,8/3/2021,281,135995,484,73.74,71.9,1.85,12.5,3.82,675.02,497.81,676.5,499.28,35.36,15.8,0.1,0.15,0,3.89,3.88,177.21,null,null
1215,Sumatera Utara,Humbang Hasundutan,KABUPATEN HUMBANG HASUNDUTAN,3.78,18,7,1,4,0,0,35,19,0,11,0,null,314,43,257,14,null,Tanggal,8/3/2021,2335,182991,78,86.1,81.85,4.26,7.65,0.18,171.59,148.09,179.79,150.28,27.66,8.67,0.06,0.1,0,3.78,3.78,23.5,null,null
1211,Sumatera Utara,Karo,KABUPATEN KARO,4.95,145,26,0,30,13,0,76,76,0,6,0,null,1463,287,1122,54,null,Tanggal,8/3/2021,2127,389591,183,80.29,76.69,3.6,13.86,0.09,375.52,301.86,384.76,306.22,37.23,12.37,0.06,0.09,-0.13,5.08,4.95,73.67,null,null
1207,Sumatera Utara,Labuhan Batu,KABUPATEN LABUHAN BATU,3.21,0,139,23,21,1,2,38,33,5,2,2,null,875,90,757,28,null,Tanggal,8/3/2021,2156,462191,214,89.86,86.51,3.34,7.57,0.23,189.32,169.84,194.29,174.6,25.48,9.34,0.04,0.06,0,3.21,3.21,19.47,null,null
1222,Sumatera Utara,Labuhan Batu Selatan,KABUPATEN LABUHAN BATU SELATAN,4.37,0,85,3,4,2,0,25,25,0,0,0,null,514,66,419,29,null,Tanggal,8/3/2021,3596,313884,87,87.12,81.52,5.6,9.24,0.22,163.75,142.73,165.03,143.37,30.4,8.47,0.05,0.09,0,4.37,4.37,21.03,null,null
1223,Sumatera Utara,Labuhan Batu Utara,KABUPATEN LABUHAN BATU UTARA,3.66,0,2,0,6,0,0,28,27,0,6,6,null,453,155,276,22,null,Tanggal,8/3/2021,3571,351097,98,65.66,60.93,4.73,6.27,0.09,129.02,84.88,132.44,88.29,25.03,6.64,0.04,0.07,0.09,3.57,3.66,44.15,null,null
1213,Sumatera Utara,Langkat,KABUPATEN LANGKAT,2.98,0,30,0,9,2,0,23,4,0,0,0,null,1140,385,710,45,null,Tanggal,8/3/2021,6262,1013385,162,66.2,62.28,3.92,4.44,0.05,112.49,74.5,113.38,75.19,21.07,6.13,0.02,0.03,-0.09,3.07,2.98,37.99,null,null
1202,Sumatera Utara,Mandailing Natal,KABUPATEN MANDAILING NATAL,2.28,39,23,2,2,0,0,33,32,1,2,2,null,458,159,286,13,null,Tanggal,8/3/2021,6134,430894,70,65.26,62.45,2.81,3.25,0.13,106.29,69.39,107.22,70.32,17.37,5.93,0.03,0.04,0,2.28,2.28,36.9,null,null
1275,Sumatera Utara,Medan,KOTA MEDAN,8.15,0,0,0,19071,521,459,40293,39062,785,785,785,null,30068,8334,21069,665,null,Tanggal,8/3/2021,265,2210624,8339,72.32,70.07,2.25,86.36,2,1360.16,983.16,2258.37,1857.8,71.31,30.48,0.06,0.1,-0.13,8.28,8.15,377,null,null
1201,Sumatera Utara,Nias,KABUPATEN NIAS,1.46,0,1,0,2,0,0,10,0,0,0,0,null,86,26,58,2,null,Tanggal,8/3/2021,1843,136115,74,69.71,67.44,2.27,1.47,0.15,63.18,44.08,64.65,45.55,12.12,4.77,0.03,0.05,0,1.46,1.46,19.1,null,null
1225,Sumatera Utara,Nias Barat,KABUPATEN NIAS BARAT,0,1486,48,5,0,0,0,0,0,0,0,0,null,58,40,18,0,null,Tanggal,8/3/2021,475,84917,179,31.03,31.03,0,0,0.83,68.3,21.2,68.3,21.2,0,3.26,0,0,0,0,0,47.1,null,null
1214,Sumatera Utara,Nias Selatan,KABUPATEN NIAS SELATAN,0,697,837,391,0,0,0,6,2,0,1,1,null,120,31,89,0,null,Tanggal,8/3/2021,1825,308281,169,74.17,74.17,0,0,7.03,38.93,28.87,39.25,29.19,0,3.82,0,0,0,0,0,10.06,null,null
1224,Sumatera Utara,Nias Utara,KABUPATEN NIAS UTARA,0,667,1,1,0,0,0,1,0,0,0,0,null,102,89,13,0,null,Tanggal,8/3/2021,1203,133897,111,12.75,12.75,0,0,0.02,76.18,9.71,76.18,9.71,0,2.2,0,0,0,0,0,66.47,null,null
1221,Sumatera Utara,Padang Lawas,KABUPATEN PADANG LAWAS,5.04,1,114,0,1,0,0,184,153,6,8,8,null,195,64,107,24,null,Tanggal,8/3/2021,3893,258003,66,66.64,54.87,11.76,11.63,1.57,75.58,50.77,79.07,54.26,30.5,5.21,0.07,0.11,0,5.04,5.04,24.81,null,null
1220,Sumatera Utara,Padang Lawas Utara,KABUPATEN PADANG LAWAS UTARA,4.25,0,6,0,7,0,4,51,28,1,4,3,null,261,38,207,16,null,Tanggal,8/3/2021,3918,252589,64,86.66,79.31,7.35,8.31,0.26,103.33,88.29,107.68,92.24,28.14,6.79,0.05,0.09,0,4.25,4.25,15.04,null,null
1277,Sumatera Utara,Padangsidimpuan,KOTA PADANGSIDIMPUAN,6.01,0,1,1,1,0,1,8,5,0,1,1,null,813,288,490,35,null,Tanggal,8/3/2021,115,209796,1830,64.69,60.27,4.42,17.16,0.01,387.52,250.24,388.47,251.2,41.42,11.21,0.09,0.14,0,6.01,6.01,137.28,null,null
1216,Sumatera Utara,Pakpak Bharat,KABUPATEN PAKPAK BHARAT,2.33,0,191,1,0,0,0,111,70,0,10,10,null,301,23,274,4,null,Tanggal,8/3/2021,1218,45516,37,92.32,91.03,1.29,8.79,1.04,661.31,610.77,683.28,632.74,29.64,17.79,0.13,0.22,0,2.33,2.33,50.53,null,null
1273,Sumatera Utara,Pematang Siantar,KOTA PEMATANG SIANTAR,3.48,102,4055,761,61,29,5,94,1,0,8,8,null,2074,527,1521,26,null,Tanggal,8/3/2021,56,247411,4445,74.78,73.34,1.45,12.53,2.03,838.28,625.28,866.17,641.44,35.4,17.91,0.07,0.11,-0.07,3.55,3.48,213.01,null,null
1217,Sumatera Utara,Samosir,KABUPATEN SAMOSIR,4.81,0,2,0,0,0,0,3,3,0,2,0,null,1004,450,535,19,null,Tanggal,8/3/2021,2069,123789,60,55.18,53.29,1.89,15.35,0.01,811.06,447.54,812.67,447.54,39.18,14.96,0.11,0.18,0,4.81,4.81,363.52,null,null
1218,Sumatera Utara,Serdang Bedagai,KABUPATEN SERDANG BEDAGAI,7.2,44,1611,403,60,6,7,221,183,0,62,3,null,1278,131,1025,122,null,Tanggal,8/3/2021,1900,608691,320,89.42,80.2,9.21,21.19,1.53,209.96,188.44,230,197.8,46.04,9.94,0.06,0.09,0,7.2,7.2,21.52,null,null
1271,Sumatera Utara,Sibolga,KOTA SIBOLGA,6.85,107,37,0,3,0,0,203,201,0,15,15,null,690,332,337,21,null,Tanggal,8/3/2021,41,86519,2094,51.81,48.84,2.97,24.27,0.37,797.51,413.78,818.32,434.59,49.27,14.74,0.16,0.26,0,6.85,6.85,383.73,null,null
1209,Sumatera Utara,Simalungun,KABUPATEN SIMALUNGUN,3.32,0,69,23,98,17,10,71,2,0,0,0,null,1965,794,1127,44,null,Tanggal,8/3/2021,4387,849405,194,59.97,57.35,2.62,6.36,0.12,231.34,137.86,242.88,147.4,25.21,8.58,0.03,0.04,-0.04,3.35,3.32,93.48,null,null
1272,Sumatera Utara,Tanjung Balai,KOTA TANJUNG BALAI,3.18,0,14,0,7,0,0,7,7,0,0,0,null,399,165,224,10,null,Tanggal,8/3/2021,108,167012,1549,58.6,56.14,2.46,5.99,0.07,238.9,140.11,243.1,144.3,24.47,8.49,0.06,0.09,0,3.18,3.18,98.8,null,null
1203,Sumatera Utara,Tapanuli Selatan,KABUPATEN TAPANULI SELATAN,5.18,0,2,2,1,1,0,7,7,0,8,7,null,670,109,525,36,null,Tanggal,8/3/2021,6030,275098,46,83.66,78.36,5.3,13.09,0.03,243.55,203.93,246.82,206.47,36.17,10.16,0.07,0.11,0,5.18,5.18,39.62,null,null
1204,Sumatera Utara,Tapanuli Tengah,KABUPATEN TAPANULI TENGAH,4.13,3082,222,0,5,1,2,79,70,0,10,9,null,709,269,413,27,null,Tanggal,8/3/2021,2188,350017,160,62.26,58.25,4.01,8.29,0.45,202.56,125.71,206.85,129.42,28.78,8.04,0.05,0.08,0.65,3.48,4.13,76.85,null,null
1205,Sumatera Utara,Tapanuli Utara,KABUPATEN TAPANULI UTARA,4.09,224,276,0,19,0,4,213,143,0,0,0,null,3242,338,2854,50,null,Tanggal,8/3/2021,3792,293399,77,89.69,88.03,1.66,18.4,0.16,1104.98,989.78,1111.46,996.25,42.9,22.32,0.08,0.13,0,4.09,4.09,115.2,null,null
1274,Sumatera Utara,Tebing Tinggi,KOTA TEBING TINGGI,8.94,0,445,55,7,0,2,156,156,0,5,0,null,888,51,780,57,null,Tanggal,8/3/2021,31,156815,5059,94.39,87.84,6.56,37.62,0.69,566.27,533.75,573.92,538.21,61.34,16.4,0.15,0.24,0,8.94,8.94,32.52,null,null
1206,Sumatera Utara,Toba Samosir,KABUPATEN TOBA,3.53,0,4,1,9,0,0,14,7,0,2,2,null,804,514,277,13,null,Tanggal,8/3/2021,2329,179704,77,36.05,34.45,1.6,7.23,0.04,447.4,161.38,453.52,167.5,26.9,9.15,0.06,0.1,-0.02,3.54,3.53,286.03,null,null
3402,Yogyakarta,Bantul,Bantul,14.73,null,null,null,null,null,null,8840,6166,null,1050,null,98,44091,20623,22420,1048,null,Tanggal,8/3/2021,508,970565,1910,53.39,50.85,2.54,118.08,0.22,4542.82,2417.97,4651,2428.07,108.66,34.84,0.11,0.17,1.96,12.77,14.73,2124.84,null,null
3403,Yogyakarta,Gunung Kidul,Gunung Kidul,15.52,null,null,null,null,null,null,2398,2193,159,40,null,38,14809,2141,11878,790,null,Tanggal,8/3/2021,1431,714656,499,85.78,80.21,5.58,138.11,0.16,2072.19,1772.6,2077.78,1777.92,107.64,29.82,0.13,0.22,0.95,14.57,15.52,299.58,null,null
3401,Yogyakarta,Kulon Progo,Kulon Progo,14.89,null,null,null,null,null,null,18020,363,149,149,null,149,17508,8516,8660,332,null,Tanggal,8/3/2021,586,411832,702,52.19,49.46,2.72,152.97,1.04,4251.25,2183.41,4287.43,2219.59,108.07,33.31,0.19,0.3,1.9,12.99,14.89,2067.83,null,null
3404,Yogyakarta,Sleman,Sleman,15.05,null,null,null,null,null,null,5749,262,null,199,null,null,36165,7116,27620,1429,null,Tanggal,8/3/2021,575,1166368,2029,80.3,76.37,3.93,122.52,0.16,3100.65,2490.55,3117.71,2490.55,110.69,35.29,0.1,0.16,0.91,14.13,15.05,610.1,null,null
3471,Yogyakarta,Yogyakarta,Yogyakarta,19.95,null,null,null,null,null,null,2850,2823,0,17,null,null,20734,5262,14624,848,null,Tanggal,8/3/2021,33,412347,12688,74.62,70.53,4.09,205.65,0.14,5028.29,3752.18,5032.41,3752.18,143.41,43.31,0.21,0.35,1.69,18.26,19.95,1276.11,null,null
1888,null,Danau – Lampung,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null
1388,null,Danau – Sumatera Barat,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1688,null,Danau – Sumatera Selatan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
7188,null,Danau – Sumatera Utara,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3399,null,Danau Toba,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3288,null,Hutan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3388,null,Waduk Cira,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1288,null,Waduk Kedu,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
